Annova gene	Phenotype MIM number
DTNBP1	"Hermansky-Pudlak综合症1(203300,AR);Hermansky-Pudlak综合症7(614076,AR)"
DUOX2	"甲状腺激素合成障碍6(607200,AR)"
DUOXA2	"甲状腺激素合成障碍5(274900,AR)"
DUSP6	"低促性腺激素性性腺功能减退症19(615269,AD)"
DYNC1H1	"腓骨肌萎缩症2O型(614228,AD)"
DYRK1B	"腹型肥胖代谢综合征3(615812,AD)"
DZIP1L	"多囊肾5(617610,AR)"
EARS2	"联合氧化磷酸化缺乏症12(614924,AR)"
EBP	"MEND综合征(300960,XLR);X连锁显性遗传斑点状软骨发育异常(302960,XLD)"
ECE1	"原发性高血压(145500,Mu)"
ECM1	"Urbach-Wiethe病(247100,AR)"
EEF1A2	"婴儿早期癫痫性脑病33型(616409,AD)"
EEF2	"脊髓小脑性共济失调26(609306,AD)"
EFEMP2	"常隐皮肤松弛症1B型(614437,AR)"
EFHC1	"少年型肌阵挛性癫痫1(254770,AD)"
EGF	"肾低镁血症4(611718,AR)"
EGLN1	"嗜铬细胞瘤(171300,AD)"
EGLN2	"嗜铬细胞瘤(171300,AD)"
EGR2	"腓骨肌萎缩症1D型(607678,AD)"
EIF4G1	"帕金森病18(614251,AD);遗传性迟发型帕金森病(168600,AD)"
ELAC2	"联合氧化磷酸化缺乏症17(615440,AR)"
ELF4	"单一性生长激素缺乏症Ⅲ型(307200,XLR)"
ELN	"常显皮肤松弛症1(123700,AD)"
ELOVL4	"脊髓小脑性共济失调34(133190,AD);鱼鳞病、痉挛性四肢瘫痪伴精神发育迟滞(614457,AR)"
ELOVL5	"脊髓小脑性共济失调38(615957,AD)"
ENO3	"糖原贮积病13型(612932,AR)"
ENPP1	"常隐低磷酸盐血症性佝偻病2(613312,AR);肥胖症(601665,Mu,?AD,?AR)"
ENTPD1	"痉挛性截瘫64(615683,AR)"
EP300	"Rubinstein-Taybi综合征2(613684,AD)"
EPAS1	"嗜铬细胞瘤(171300,AD)"
EPHX1	"家族性高胆烷血症(607748,AR)"
EPHX2	"家族性高胆固醇血症(143890,AD)"
EPM2A	"进行性肌阵挛性癫痫2A(254780,AR)"
ERAL1	"Perrault综合征6(617565,AR)"
ERCC6	"卵巢功能早衰11(616946,AD)"
ERLIN1	"痉挛性截瘫62(615681,AR)"
ERLIN2	"痉挛性截瘫18(611225,AR)"
ESR1	"雌激素抵抗(615363,AR)"
ESR2	"家族性甲状腺髓样癌(155240,AD)"
ETFA	"戊二酸血症2A型(231680,AR)"
ETFB	"戊二酸血症2B型(231680,AR)"
ETFDH	"戊二酸血症2C型(231680,AR)"
ETHE1	"乙基丙二酸脑病(602473,AR)"
EXOSC3	"脑桥小脑发育不全1B型(614678,AR);脑桥小脑发育不全1型(,AR)"
EXOSC8	"脑桥小脑发育不全1C型(616081,AR);脑桥小脑发育不全1型(,AR)"
EXT1	"多发性外生骨疣1型(133700,AD)"
EXT2	"癫痫发作，脊柱侧弯伴巨脑畸形综合征(616682,AR);多发性外生骨疣2型(133701,AD)"
F9	"香豆素抵抗(122700,AD)"
FA2H	"痉挛性截瘫35(612319,AR)"
FAH	"酪氨酸血症1型(276700,AR)"
FAR1	"过氧化物酶体脂肪酰基辅酶A还原酶1障碍(616154,AR)"
FARS2	"痉挛性截瘫77(617046,AR);联合氧化磷酸化缺乏症14(614946,AR)"
FASTKD2	"线粒体复合物IV缺乏症(220110,AR,Mi)"
FBLN5	"常显皮肤松弛症2(614434,AD);常隐皮肤松弛症1A型(219100,AR)"
FBP1	"果糖-1,6-二磷酸酶缺乏症(229700,AR)"
FBXL4	"线粒体DNA耗竭综合征13型(615471,AR)"
FBXO7	"常隐帕金森病15(260300,AR)"
FCGR2A	"囊性纤维化(219700,AR)"
PKHD1	"多囊肾4(263200,AR)"
FECH	"红细胞生成性原卟啉病(177000,AR)"
FEZF1	"低促性腺激素性性腺功能减退症22(616030,AR)"
FFAR4	"肥胖症(601665,Mu,?AD,?AR)"
FGA	"家族性内脏淀粉样变性(105200,AD)"
FGD4	"腓骨肌萎缩症4H型(609311,AR)"
FGF10	"泪腺和唾液腺发育不全(180920,AD)"
FGF12	"婴儿早期癫痫性脑病47型(617166,AD)"
FGF14	"脊髓小脑性共济失调27(609307,AD)"
FGF17	"低促性腺激素性性腺功能减退症20(615270,AD)"
FGF23	"常显低磷酸盐血症性佝偻病(193100,AD);家族性肿瘤样钙质沉着症伴高磷酸血症(211900,AR)"
FGF8	"低促性腺激素性性腺功能减退症6(612702,AD)"
FGFR1	"Pfeiffer综合征(101600,AD);低促性腺激素性性腺功能减退症2(147950,AD);嗜铬细胞瘤(171300,AD)"
FGFR2	"Pfeiffer综合征(101600,AD)"
FH	"嗜铬细胞瘤(171300,AD);延胡索酸酶缺乏症(606812,AR)"
FIG4	"腓骨肌萎缩症4J型(611228,AR)"
FIGLA	"卵巢功能早衰6(612310,AD)"
FKBP10	"成骨不全11型(610968,AR)"
FKRP	"肌-眼-脑病A5型(613153,AR);肌-眼-脑病B5型(606612,AR);肌-眼-脑病C5型(607155,AR)"
FKTN	"肌-眼-脑病A4型(253800,AR);肌-眼-脑病B4型(613152,AR);肌-眼-脑病C4型(611588,AR)"
FLAD1	"黄素腺嘌呤二核苷酸合成酶缺乏性脂质沉积性肌病(255100,AR);戊二酸血症2C型(231680,AR)"
FLCN	"Birt-Hogg-Dube综合征(135150,AD)"
POF1B	"卵巢功能早衰2B(300604,XLR)"
FLRT1	"痉挛性截瘫68(,AR)"
FLRT3	"低促性腺激素性性腺功能减退症21(615271,AD)"
FMO3	"三甲基胺尿症(602079,AR)"
FMR1	"脆性X综合征(300624,XLD);卵巢功能早衰1(311360,XL)"
FOLR1	"脑叶酸转运缺陷性神经退行性病变(613068,AR)"
FOXC1	"先天性角膜中心白斑（Peters异常症）(261540,AR)"
FOXE1	"Bamforth-Lazarus综合征(241850,AR);家族性乳头状或滤泡性甲状腺癌(,);甲状腺非髓样癌4(616534,AD)"
FOXE3	"先天性角膜中心白斑（Peters异常症）(261540,AR)"
FOXI1	"耳聋-甲状腺肿综合征(274600,AR)"
FOXL2	"卵巢功能早衰3(608996,AD);小睑裂、内眦赘皮伴上睑下垂(110100,AD)"
FOXP3	"胰岛素依赖性糖尿病(222100,AR)"
FOXRED1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
FRMPD4	"X连锁精神发育迟滞104(300983,XLR)"
FRRS1L	"婴儿早期癫痫性脑病37型(616981,AR)"
FSHB	"低促性腺激素性性腺功能减退症24(229070,AR)"
FSHR	"卵巢发育不全1(233300,AR)"
FTCD	"谷氨酸亚胺基甲基转移酶缺乏症(229100,AR)"
FTH1	"血色沉着病5型(615517,AD)"
FTL	"脑铁蓄积型神经变性3(606159,AD)"
FUCA1	"岩藻糖苷贮积症(230000,AR)"
FXYD2	"肾低镁血症2(154020,AD)"
G6PC	"糖原贮积病1A型(232200,AR)"
G6PD	"蚕豆病(134700,AD)"
GAA	"糖原贮积病2型(232300,AR)"
GABRA1	"少年型肌阵挛性癫痫5(611136,AD);婴儿早期癫痫性脑病19型(615744,AD)"
GABRB1	"婴儿早期癫痫性脑病45型(617153,AD)"
GABRB3	"婴儿早期癫痫性脑病43型(617113,AD)"
GALC	"Krabbe病(245200,AR);婴儿Krabbe病(,AR)"
GALE	"半乳糖异构酶缺乏症(230350,AR)"
GALK1	"半乳糖激酶缺乏伴白内障(230200,AR)"
GALNS	"粘多糖贮积症IVA型(253000,AR)"
GALNT3	"家族性肿瘤样钙质沉着症伴高磷酸血症(211900,AR)"
GALT	"半乳糖血症(230400,AR)"
GAMT	"脑肌酸缺陷综合症2(612736,AR)"
GANAB	"多囊肾3(600666,AD)"
GARS	"腓骨肌萎缩症2D型(601472,AD)"
GATA1	"先天性红细胞生成性卟啉症(263700,AR)"
GATA3	"甲状旁腺功能减退-感音神经耳聋-肾发育不良综合征(146255,AD)"
GATA6	"胰腺发育不全伴先天性心脏病(600001,AD)"
GATM	"脑肌酸缺乏综合症3(612718,AR)"
GBA	"戈谢病1型(230800,AR);戈谢病2型(230900,AR);戈谢病3C型(231005,AR);戈谢病3型(231000,AR);围产期致死性戈谢病(608013,AR);遗传性迟发型帕金森病(168600,Mu,?IC)"
GBA2	"痉挛性截瘫46(614409,AR)"
GBE1	"糖原贮积病4型(232500,AR)"
GCDH	"戊二酸尿症1型(231670,AR)"
GCH1	"四氢生物蝶呤缺乏性高苯丙氨酸血症B型(233910,AR);显性遗传Segawa综合症(128230,AD)"
GCK	"家族性高胰岛素低血糖症3(602485,AD);年轻的成人发病型糖尿病2型(125851,AD);永久性新生儿糖尿病(606176,AD)"
GCLC	"γ-谷氨酰半胱氨酸合成酶缺乏症引起的溶血性贫血(230450,AR)"
GCM2	"家族性单一性甲状旁腺功能减退症(146200,AD,AR)"
GCSH	"甘氨酸脑病(605899,AR)"
GDAP1	"腓骨肌萎缩症2K型(607831,AD,?AR);腓骨肌萎缩症4A型(214400,AR);腓骨肌萎缩症隐性中间体A型(608340,AR)"
GDNF	"嗜铬细胞瘤(171300,AD)"
GFER	"线粒体进行性肌病，先天性白内障，听力下降，发育迟缓(613076,AR)"
GFM1	"联合氧化磷酸化缺乏症1(609060,AR)"
GH1	"单一性生长激素缺乏症Ⅱ型(173100,AD);单一性生长激素缺乏症Ia型(262400,AR);单一性生长激素缺乏症Ib型(612781,AR)"
GHR	"Laron型侏儒症(262500,AR);家族性高胆固醇血症(143890,AD)"
GHRHR	"单一性生长激素缺乏症Ib型(612781,AR)"
GHRL	"肥胖症(601665,Mu,?AD,?AR)"
GHSR	"生长激素部分缺乏症(615925,AD,?AR)"
GIF	"内因子缺乏性恶性贫血(261000,AR)"
GIGYF2	"帕金森11(607688,AD);遗传性迟发型帕金森病(168600,AD)"
GJC2	"痉挛性截瘫44(613206,AR)"
GK	"甘油激酶缺乏症(307030,XLR)"
GLA	"Fabry病(301500,XL)"
GLB1	"GM1神经节苷脂贮积症1型(230500,AR);GM1神经节苷脂贮积症2型(230600,AR);GM1神经节苷脂贮积症3型(230650,AR);粘多糖贮积症IVB型(253010,AR)"
GLDC	"肥胖症(601665,Mu,?AD,?AR);甘氨酸脑病(605899,AR)"
GLI2	"全前脑畸形9(610829,AD)"
GLI3	"Pallister-Hall综合征(146510,AD)"
GLIS3	"新生儿糖尿病伴先天性甲状腺功能低下(610199,AR)"
GLRA1	"遗传性惊跳病1(149400,AD,?AR)"
GLRB	"常隐惊跳病2(614619,AR)"
GLRX5	"铁粒幼红细胞性贫血3型(616860,AR)"
GLUD1	"家族性高胰岛素低血糖症6(606762,AD)"
GLUD2	"遗传性迟发型帕金森病(168600,Mu,?IC)"
GLUL	"先天性谷氨酰胺缺乏症(610015,AR)"
GLYCTK	"D-甘油酸尿症(220120,AR)"
GM2A	"GM2神经节苷脂贮积症AB变异型(272750,AR)"
GMPPB	"肌-眼-脑病A14型(615350,AR);肌-眼-脑病B14型(615351,AR);肌-眼-脑病C14型(615352,AR)"
GNA11	"常显低钙血症2型(615361,AD);低尿钙高血钙症2型(145981,AD)"
GNAI2	"促肾上腺皮质激素分泌型垂体腺瘤(219090,AR)"
GNAO1	"婴儿早期癫痫性脑病17型(615473,AD)"
GNAS	"ACTH非依赖性肾上腺大结节样增生(219080,IC);McCune-Albright综合征(174800,SMu);促肾上腺皮质激素分泌型垂体腺瘤(219090,AR);假假性甲状旁腺功能减退(612463,AD);假性甲状旁腺机能减退症1A(103580,AD);假性甲状旁腺机能减退症1B(603233,AD);假性甲状旁腺机能减退症1C(612462,AD);进行性骨发育异常(166350,AD);生长激素分泌型垂体腺瘤1(102200,AD,?SMu);嗜铬细胞瘤(171300,AD)"
GNAS-AS1	"假性甲状旁腺机能减退症1B(603233,AD)"
GNB3	"原发性高血压(145500,Mu)"
GNE	"包涵体肌炎(147421,AR);涎尿症(269921,AD)"
GNMT	"甘氨酸N-甲基转移酶缺乏症(606664,AR)"
GNPAT	"肢近端型点状软骨发育不良2型(222765,AR)"
GNPTAB	"α/β-粘脂沉积症2(252500,AR);α/β-粘脂沉积症3(252600,AR)"
GNPTG	"γ-粘脂沉积症3(252605,AR)"
GNRH1	"低促性腺激素性性腺功能减退症12(614841,AR)"
GNRHR	"低促性腺激素性性腺功能减退症7(146110,AR)"
GNS	"粘多糖贮积症IIID(252940,AR)"
GOSR2	"进行性肌阵挛性癫痫6(614018,AR)"
GP1BB	"软腭-心-面综合征(192430,AD)"
GPHN	"钼辅因子缺乏症C(615501,AR)"
GPI	"磷酸葡萄糖异构酶缺乏引起的非球形红细胞溶血性贫血(613470,AR)"
GPIHBP1	"高脂蛋白血症1D型(615947,AR)"
GPR101	"生长激素分泌型垂体腺瘤2(300943,)"
GPR143	"眼白化病1型(300500,XL)"
GRHPR	"原发性高草酸尿症2型(260000,AR)"
GRID2	"常隐脊髓小脑性共济失调18(616204,AR)"
GRIN2B	"婴儿早期癫痫性脑病27型(616139,AD)"
GRIN2D	"婴儿早期癫痫性脑病46型(617162,AD)"
GRM1	"常隐脊髓小脑性共济失调13(614831,AR)"
GRN	"神经元蜡样脂褐质沉积症11(614706,AR)"
PPP1R17	"家族性高胆固醇血症(143890,AD)"
GSN	"芬兰型淀粉样变性(105120,AD)"
GSS	"谷胱甘肽合成酶缺乏型溶血性贫血(231900,AR);谷胱甘肽合成酶缺乏症(266130,AR)"
GTPBP3	"联合氧化磷酸化缺乏症23(616198,AR)"
GUF1	"婴儿早期癫痫性脑病40型(617065,AR)"
GUSB	"粘多糖贮积症VII型(253220,AR)"
GYG1	"葡聚糖体肌病2型(616199,AR);糖原贮积病15型(613507,AR)"
GYS1	"糖原贮积病0B型(611556,AR)"
GYS2	"糖原贮积病0A型(240600,AR)"
H6PD	"可的松还原酶缺乏症1(604931,AR)"
HABP2	"家族性乳头状或滤泡性甲状腺癌(,);甲状腺非髓样癌5(616535,AD)"
HADH	"3-羟酰基辅酶A脱氢酶缺乏症(231530,AR);家族性高胰岛素低血糖症4(609975,AR)"
HADHA	"三功能蛋白缺乏症(609015,AR);长链3-羟酰基辅酶A脱氢酶缺乏症(609016,AR)"
HADHB	"三功能蛋白缺乏症(609015,AR)"
HAL	"组氨酸血症(235800,AD)"
HAMP	"血色沉着病1型(235200,AR);血色沉着病2B型(613313,AR)"
HARS2	"Perrault综合征2(614926,AR)"
HCCS	"小眼球综合征7型(309801,XLD)"
HCFC1	"X连锁精神发育迟滞3(309541,XLR)"
HCN1	"婴儿早期癫痫性脑病24型(615871,AD)"
HDAC8	"Wilson-Turner综合征(309585,XR,XD)"
HES7	"脊椎肋骨发育不全4(613686,AR);脊椎肋骨发育不全5(122600,AD, AR)"
HESX1	"联合垂体激素缺乏症5型(182230,AD,?AR)"
HEXA	"Tay-Sachs病(272800,AR)"
HEXB	"小儿、青少年和成人的形式Sandhoff病(268800,AR)"
HFE	"变异性型卟啉病(176200,AD);迟发性皮肤卟啉病(176100,AD,?AR);血色沉着病1型(235200,AR)"
HFE2	"血色沉着病1型(235200,AR);血色沉着病2A型(602390,AR)"
HFM1	"卵巢功能早衰9(615724,AR)"
HGD	"尿黑酸尿症(203500,AR)"
HGSNAT	"粘多糖贮积症IIIC(252930,AR)"
HIBCH	"3-羟异丁酰基辅酶A水解酶缺乏症(250620,AR)"
HIRA	"软腭-心-面综合征(192430,AD)"
HLCS	"羧化全酶合成酶缺乏症(253270,AR)"
HMBS	"急性间歇性卟啉症(176000,AD)"
HMGA2	"多形性唾液腺腺瘤(181030,AD,SMu)"
HMGB3	"小眼球综合征13型(300915,XL)"
HMGCL	"HMG辅酶A裂解酶缺乏症(246450,AR)"
HMGCS2	"HMG辅酶A合成酶2缺乏症(605911,AR)"
HNF1A	"年轻的成人发病型糖尿病3型(600496,AD);胰岛素依赖性糖尿病(222100,AR);胰岛素依赖性糖尿病20(612520,)"
HNF1B	"年轻的成人发病型糖尿病5型(137920,AD);肾低镁血症2(154020,AD)"
HNF4A	"年轻的成人发病型糖尿病1型(125850,AD)"
HNRNPU	"婴儿早期癫痫性脑病54型(617391,AD)"
HOGA1	"原发性高草酸尿症3型(613616,AR)"
HPD	"酪氨酸血症3型(276710,AR);乙酸尿症(140350,AD)"
HPRT1	"HPRT相关性痛风(300323,XLR);Lesch-Nyhan综合征(300322,XLR)"
HPS1	"Hermansky-Pudlak综合症1(203300,AR)"
HPS3	"Hermansky-Pudlak综合症3(614072,AR)"
HPS4	"Hermansky-Pudlak综合症4(614073,AR)"
HPS5	"Hermansky-Pudlak综合症5(614074,AR)"
HPS6	"Hermansky-Pudlak综合症6(614075,AR)"
HRAS	"甲状腺非髓样癌2(188470,AD);嗜铬细胞瘤(171300,AD)"
HS6ST1	"低促性腺激素性性腺功能减退症15(614880,AD)"
HSD11B1	"可的松还原酶缺乏症2(614662,AD)"
HSD11B2	"表象性盐皮质激素过多综合征(218030,AR)"
HSD17B10	"2-甲基-3-羟丁酰-辅酶A（CoA）脱氢酶缺乏症(300438,XLD)"
HSD17B3	"男性假两性畸形伴乳房发育(264300,AR)"
HSD17B4	"Perrault综合征1(233400,AR)"
HSD3B2	"先天性肾上腺皮质增生症-3β-羟基类固醇脱氢酶2缺乏(201810,AR)"
HSD3B7	"先天性胆汁酸合成缺陷1(607765,AR)"
HSPA9	"铁粒幼红细胞性贫血4型(182170,AD)"
HSPB8	"腓骨肌萎缩症2L型(608673,AD)"
HSPD1	"痉挛性截瘫13(605280,AD)"
HTRA2	"3-甲基戊烯二酸尿症8型(617248,AR);帕金森病13(610297,AD);少年型帕金森病2型(600116,AR)"
HYMAI	"新生儿短暂性糖尿病1(601410,AD,AR)"
IARS2	"白内障、生长激素缺乏、感觉神经病变、感音神经性耳聋和骨骼发育不良(616007,AR)"
IBA57	"多线粒体功能障碍综合征3(615330,AR);痉挛性截瘫74(616451,AR)"
ICOS	"常见变异型免疫缺陷病1(607594,AR)"
IDH1	"嗜铬细胞瘤(171300,AD)"
IDH2	"D-2-羟基戊二酸尿症2型(613657,AD)"
IDS	"粘多糖贮积症II型(309900,XLR)"
IDUA	"粘多糖贮积症Ih型(607014,AR);粘多糖贮积症Is型(607016,AR)"
IFITM5	"成骨不全5型(610967,AD)"
IFT27	"Bardet-biedl综合征19(615996,AR)"
IFT74	"Bardet-biedl综合征20(617119,AR)"
IGF1	"胰岛素样生长因子1缺乏症(608747,AR)"
IGF2R	"肝细胞癌(114550,SMu)"
IGFALS	"酸不稳定亚基缺乏症(615961,AR)"
IGHMBP2	"腓骨肌萎缩症2E型(607684,AD)"
IGSF1	"甲状腺功能减退伴睾丸肿大(300888,XLR)"
IKZF1	"常见变异型免疫缺陷病13(616873,AD)"
IL17RD	"低促性腺激素性性腺功能减退症18(615267,AD)"
IL1RAPL1	"X连锁精神发育迟滞21(300143,XLR)"
IL21	"常见变异型免疫缺陷病11(615767,AR)"
IL31RA	"原发性皮肤淀粉样变性2型(613955,AD)"
IL6	"胰岛素依赖性糖尿病(222100,AR)"
INPP5E	"精神发育迟滞，躯干肥胖，视网膜营养不良伴小阴茎综合症(610156,AR)"
INS	"高胰岛素原血症(616214,AD);年轻的成人发病型糖尿病10型(613370,AD);新生儿糖尿病(,AD);胰岛素依赖性糖尿病2(125852,AD);永久性新生儿糖尿病(606176,AD)"
INSR	"矮妖精貌综合症(246200,AR);家族性高胰岛素低血糖症5(609968,AD)"
ISCA1	"多线粒体功能障碍综合征5(617613,AR)"
ISCA2	"多线粒体功能障碍综合征4(616370,AR)"
ISCU	"遗传性肌病伴乳酸酸中毒(255125,AR)"
ISPD	"肌-眼-脑病A7型(614643,AR);肌-眼-脑病C7型(616052,AR)"
ITIH4	"家族性高胆固醇血症(143890,AD)"
ITPA	"婴儿早期癫痫性脑病35型(616647,AR)"
ITPR1	"脊髓小脑性共济失调15(606658,AD);脊髓小脑性共济失调29(117360,AD)"
ITPR3	"胰岛素依赖性糖尿病(222100,AR)"
IVD	"异戊酸血症(243500,AR)"
IYD	"甲状腺激素合成障碍4(274800,AR)"
JPH1	"腓骨肌萎缩症2K型(607831,AD,?AR)"
ANOS1	"低促性腺激素性性腺功能减退症1(308700,XLR)"
KARS	"腓骨肌萎缩症隐性中间体B型(613641,AR)"
KAT6B	"SBBYSS综合征(603736,AD)"
KCNA2	"婴儿早期癫痫性脑病32型(616366,AD)"
KCNB1	"婴儿早期癫痫性脑病26型(616056,AD)"
KCNC1	"进行性肌阵挛性癫痫7(616187,AD)"
KCNC3	"脊髓小脑性共济失调13(605259,AD)"
KCND3	"脊髓小脑性共济失调19(607346,AD)"
KCNE3	"低钾性周期性麻痹1型(170400,AD)"
KCNH2	"短QT综合征1(609620,AD)"
KCNJ1	"巴特综合征2型(241200,AR)"
KCNJ10	"耳聋-甲状腺肿综合征(274600,AR)"
KCNJ11	"家族性高胰岛素低血糖症2(601820,AR);年轻的成人发病型糖尿病13型(616329,AD);新生儿短暂性糖尿病1(601410,AD,AR);新生儿短暂性糖尿病3(610582,AD);永久性新生儿糖尿病(606176,AD)"
KCNJ2	"低钾性周期性麻痹1型(170400,AD);短QT综合征3(609622,AD)"
KCNJ5	"家族性醛固酮增多症3型(613677,AD)"
KCNJ6	"Keppen-Lubinsky综合征(614098,AD)"
KCNQ1	"短QT综合征2(609621,AD)"
KCNQ2	"婴儿早期癫痫性脑病7型(613720,AD)"
KCNT1	"婴儿早期癫痫性脑病14型(614959,AD)"
KCTD7	"进行性肌阵挛性癫痫3(611726,AR)"
KHK	"果糖尿症(229800,AR)"
KIAA2022	"X连锁精神发育迟滞98(300912,XLR)"
KIF1A	"痉挛性截瘫30(610357,AR);遗传性感觉神经病2C(614213,AR);遗传性痉挛性截瘫(,AD)"
KIF1B	"腓骨肌萎缩症2A1型(118210,AD);嗜铬细胞瘤(171300,AD)"
KIF1C	"痉挛性共济失调2(611302,AR)"
KIF23	"先天性纯红细胞再生障碍性贫血3型(105600,AD)"
KIF4A	"X连锁精神发育迟滞100(300923,XLR)"
KIF5A	"常显腓骨肌萎缩症2型(,AD);痉挛性截瘫10(604187,AD)"
KIF7	"Pallister-Hall综合征(146510,AD)"
KISS1	"低促性腺激素性性腺功能减退症13(614842,AR)"
KISS1R	"低促性腺激素性性腺功能减退症8(614837,AR);中枢性性早熟1型(176400,AD)"
KIT	"斑状白化病(172800,AD);家族性胸腺癌(274230,AR,SMu)"
KL	"家族性肿瘤样钙质沉着症伴高磷酸血症(211900,AR)"
KLF1	"先天性纯红细胞再生障碍性贫血4型(613673,AD)"
KLF11	"年轻的成人发病型糖尿病7型(610508,AD)"
KLHL3	"IID型假性醛固酮减少症(614495,AD,?AR)"
KMT2D	"嗜铬细胞瘤(171300,AD)"
KRAS	"Noonan综合征3(609942,AD);嗜铬细胞瘤(171300,AD);胰腺癌(260350,AD,Mu,SMu)"
KRT5	"Dowling-Degos病1(179850,AD)"
KYNU	"羟基犬尿氨酸尿症(236800,AR)"
L2HGDH	"L-2-羟基戊二酸尿症(236792,AR)"
LAMP2	"Danon病(300257,XLD)"
LARGE	"肌-眼-脑病A6型(613154,AR);肌-眼-脑病B6型(608840,AR)"
LARS	"新生儿肝衰竭综合征1(615438,AR)"
LARS2	"Perrault综合征4(615300,AR)"
LAS1L	"Wilson-Turner综合征(309585,XLR)"
LBR	"Greenberg骨骼发育不良(215140,AR)"
LCAT	"Norum病(245900,AR);鱼-眼病(136120,AR)"
LCT	"先天性乳糖酶缺乏症(223000,AR)"
LDHA	"糖原贮积病11型(612933,AR)"
LDHB	"乳酸脱氢酶B缺乏症(614128,AD,AR)"
LDLR	"纯合性家族性高胆固醇血症(,AR);家族性高胆固醇血症(143890,AD)"
LDLRAP1	"常隐家族性高胆固醇血症(603813,AR);纯合性家族性高胆固醇血症(,AR);家族性高胆固醇血症(143890,AD/AR)"
LEP	"瘦素缺乏性肥胖病(614962,AR)"
LEPR	"瘦素受体缺乏型肥胖病(614963,AR)"
LFNG	"脊椎肋骨发育不全3(609813,AR)"
LHB	"低促性腺激素性性腺功能减退症23(228300,AR)"
LHCGR	"Leydig（睾丸间质细胞）细胞发育不全(238320,AR);男性性早熟(176410,AD)"
LHX3	"联合垂体激素缺乏症3型(221750,AR)"
LHX4	"联合垂体激素缺乏症4型(262700,AD)"
LIAS	"丙酮酸脱氢酶硫辛酸合成酶缺乏症(614462,AR)"
LIPA	"溶酶体酸脂酶缺乏症(278000,AR)"
LIPC	"肝脂酶缺乏症(614025,AR)"
LIPE	"家族性局部脂肪代谢障碍6型(615980,AR)"
LIPI	"高甘油三脂血症(145750,AD)"
LIPT1	"脂肪酸转移酶1缺乏症(616299,AR)"
LITAF	"腓骨肌萎缩症1C型(601098,AD)"
LMBRD1	"甲基丙二酸尿症伴高胱氨酸尿症cblF型(277380,AR)"
LMF1	"混合型脂肪酶缺乏症(246650,AR)"
LMNA	"Malouf综合征(212112,AD);腓骨肌萎缩症2B1型(605588,AR);腓骨肌萎缩症2E型(607684,AD);家族性局部脂肪代谢障碍2型(151660,AD);下颌骨端发育不良脂肪代谢异常症A型(248370,AR)"
LMNB2	"获得性局部脂肪代谢障碍(608709,AD);进行性肌阵挛性癫痫9(616540,AR)"
LPIN1	"常隐急性复发性肌红蛋白尿(268200,AR)"
LPL	"迟发型高乳糜微粒血症(144650,AD);高脂蛋白血症1型(238600,AR);家族性联合高脂血症(144250,AD)"
LRBA	"常见变异型免疫缺陷病8(614700,AR)"
LRP5	"骨质疏松假性神经胶质瘤综合征(259770,AR);骨质疏松症(166710,AD)"
LRPPRC	"French-Canadian型Leigh综合征(220111,AR)"
LRRK2	"帕金森病8(607060,AD);少年型帕金森病2型(600116,AR);遗传性迟发型帕金森病(168600,AD)"
LTBP4	"常隐皮肤松弛症1C型(613177,AR)"
LYRM4	"联合氧化磷酸化缺乏症19(615595,AR)"
LYRM7	"核8型线粒物复合物III缺乏症(615838,AR)"
LYST	"Chediak-Higashi综合征(214500,AR)"
LYZ	"肾淀粉样变性(105200,AD)"
LZTFL1	"Bardet-biedl综合征17(615994,AR)"
LZTR1	"Noonan综合征10(616564,AD)"
MAB21L2	"小眼球综合征14型(615877,AD,?AR)"
MAG	"痉挛性截瘫75(616680,AR)"
MAGED2	"巴特综合征5型(300971,XLR)"
MAGEL2	"Schaaf-Yang综合征(615547,AD)"
MAML3	"嗜铬细胞瘤(171300,AD)"
MAN2B1	"α-甘露糖苷贮积症(248500,AR)"
MANBA	"β-甘露糖苷贮积症(248510,AR)"
MAOA	"Brunner综合征(300615,XLR)"
MAP3K1	"46，XY性逆转6(613762,AD)"
MAPT	"遗传性迟发型帕金森病(168600,Mu,?IC)"
MARS	"痉挛性截瘫70(,AR);新生儿肝衰竭综合征2(616483,AR)"
MARS2	"痉挛性共济失调3(611390,AR);联合氧化磷酸化缺乏症25(616430,AR)"
MAT1A	"蛋氨酸腺苷转移酶I/III缺乏引起的持续性高蛋氨酸血症(250850,AD/AR)"
MAX	"嗜铬细胞瘤(171300,AD)"
MC1R	"眼皮肤白化病2型(203200,AR)"
MC2R	"家族性糖皮质激素缺乏症1(202200,AR)"
MC4R	"肥胖症(601665,Mu,?AD,?AR)"
MCCC1	"3-甲基巴豆酰辅酶A羧化酶1缺乏症(210200,AR)"
MCCC2	"3-甲基巴豆酰辅酶A羧化酶2缺乏症(210210,AR)"
MCEE	"甲基丙二酸单酰辅酶A(CoA)异构酶缺乏症(251120,AR)"
MCM8	"卵巢功能早衰10(612885,AR)"
MCM9	"卵巢发育不全4(616185,AR)"
MCOLN1	"粘脂沉积症4(252650,AR)"
MDH2	"嗜铬细胞瘤(171300,AD);婴儿早期癫痫性脑病51型(617339,AR)"
MDM2	"李弗劳明综合征(609265,AD)"
MED25	"腓骨肌萎缩症2B2型(605589,AR)"
